CountyFIPS,MHLTH,PHLTH,GHLTH
28007,18.9,16.1,28.2
27089,13.3,10.6,15.1
42007,16.0,12.9,17.9
37089,13.9,11.4,16.7
51800,14.0,11.7,18.5
46101,12.1,10.2,15.2
47145,18.2,15.1,21.8
18095,16.9,14.9,21.8
29121,16.8,14.2,20.3
33005,14.9,11.2,13.7
55119,15.1,12.3,16.5
12035,16.5,14.2,19.4
37017,17.3,15.6,25.9
36043,15.9,12.7,17.8
26053,18.3,14.6,19.5
51036,16.5,14.1,23.1
48071,14.1,12.1,20.0
39141,19.2,15.8,22.8
18013,15.3,12.7,17.6
22057,19.0,14.7,23.1
56011,13.5,10.9,15.0
46135,11.6,10.0,14.9
54001,21.8,18.1,26.1
29107,16.4,13.7,19.0
37183,11.7,9.4,14.0
17123,15.2,12.1,16.8
35013,15.6,14.9,24.8
21061,19.6,17.8,26.3
31097,12.0,10.8,17.1
46037,12.9,11.1,16.5
17037,14.2,12.0,17.5
48041,14.5,13.2,22.0
25009,12.9,10.8,15.2
5087,19.9,17.4,25.6
26107,18.4,14.7,19.3
53045,15.3,13.8,18.7
27079,12.6,10.3,14.4
42071,14.9,12.5,18.8
45083,15.0,13.7,19.7
17011,14.8,12.3,17.8
37131,17.2,15.6,26.7
51047,14.5,12.0,18.6
40029,19.3,17.4,26.5
29005,16.0,13.4,18.4
37165,18.1,16.8,27.6
45009,16.5,15.7,25.3
21119,21.7,21.2,31.2
48377,17.6,20.8,41.5
29047,14.3,11.8,16.3
48113,13.4,12.9,23.9
19151,13.7,11.0,15.6
32005,13.7,11.4,15.1
1023,20.1,17.4,27.3
28053,20.9,19.7,37.1
29043,15.5,12.6,17.4
18061,16.2,13.5,18.8
2068,13.2,11.2,16.1
29207,19.1,16.4,23.7
5129,20.8,18.5,26.9
21203,19.9,18.5,26.8
20181,13.9,10.9,16.6
22055,17.0,13.4,20.3
12133,20.3,18.5,27.7
47167,17.8,15.0,22.6
31033,12.2,10.2,14.4
35005,15.8,15.1,25.3
54065,20.3,16.3,23.3
55139,13.8,10.9,14.4
51083,16.8,14.1,22.2
51810,13.2,10.6,15.6
48399,15.0,14.1,25.2
21031,18.9,17.1,25.4
48411,15.3,14.8,26.4
31127,12.5,10.1,14.5
38081,11.3,9.7,14.1
51720,17.7,15.5,22.8
9013,12.7,9.8,12.5
55049,13.7,10.5,13.4
13121,14.1,11.7,17.4
16041,14.9,13.1,17.0
27117,13.8,11.5,16.8
17001,15.2,12.1,16.6
51153,11.8,10.3,17.3
36107,15.3,12.1,16.5
50003,15.0,11.8,14.2
26083,16.1,12.2,15.3
17035,16.2,13.1,18.1
51059,10.1,8.4,13.1
5065,19.2,16.4,23.6
13225,17.9,15.6,24.2
54031,20.5,17.2,25.8
1087,19.0,17.1,28.1
42045,13.8,11.4,16.8
19175,14.4,11.6,16.4
48123,15.1,14.5,26.2
19141,13.4,10.8,15.1
26019,16.3,12.6,16.1
20207,16.8,13.5,20.1
30039,14.6,11.7,14.7
51093,14.6,12.0,18.0
51113,15.8,12.8,18.9
37101,14.6,12.5,19.8
47015,18.8,15.8,22.8
19113,12.4,9.5,13.0
48475,14.3,14.1,26.9
28041,17.1,14.2,23.8
38047,12.2,10.7,15.6
51600,10.7,8.8,13.5
8013,11.2,9.3,11.9
13159,19.1,16.0,23.1
6091,14.9,13.0,18.4
36023,15.7,12.6,17.1
56041,14.0,11.8,17.2
47061,21.3,18.8,27.8
17065,15.9,12.8,18.0
48207,17.3,17.2,30.9
37057,16.1,13.6,21.3
27005,13.9,11.5,15.8
30103,15.8,13.1,16.9
13129,18.4,16.0,24.0
45073,15.7,13.8,19.4
21183,18.4,16.4,24.2
47103,18.8,16.3,24.2
39091,17.6,13.8,19.4
28117,19.9,16.6,26.4
39005,17.9,14.1,19.9
55089,11.5,8.5,10.5
4007,16.4,15.2,22.3
50025,14.7,11.5,14.4
55041,16.3,13.6,18.7
23007,16.0,12.9,17.0
37153,17.8,16.3,26.8
12087,14.2,12.4,19.0
16011,14.9,13.9,19.1
20087,14.6,10.8,15.8
31063,12.5,10.3,13.9
13309,18.8,17.7,28.1
51137,15.0,12.3,17.9
48347,16.5,15.1,25.0
29141,19.4,17.4,25.7
2195,13.3,10.8,16.3
37119,12.7,10.6,16.6
13193,19.8,19.0,31.4
6035,14.4,13.8,21.5
51103,14.8,12.3,18.9
51017,17.7,14.9,22.0
17153,17.9,15.9,24.2
35041,16.2,15.0,23.7
53015,16.1,14.0,19.2
22089,16.1,12.4,19.3
39071,19.9,16.2,23.4
27015,12.8,10.2,14.1
36013,16.1,13.8,19.8
37047,17.6,15.8,25.9
42133,15.5,12.3,18.0
20177,14.4,11.0,18.0
36033,16.1,14.0,20.2
17187,15.0,12.6,18.6
20031,14.7,11.1,16.3
13279,19.5,17.2,26.4
40127,19.2,17.2,26.3
16061,16.8,15.6,20.7
45063,14.3,12.3,17.5
13221,18.4,15.4,22.9
31001,12.4,10.8,15.9
28023,17.7,14.0,24.2
41015,15.9,13.0,18.8
29069,19.7,18.6,28.0
48177,14.9,14.7,28.1
45019,13.2,11.3,15.7
18125,16.9,14.2,20.5
24510,16.0,13.4,21.7
20007,15.9,12.4,18.6
41003,14.4,11.1,15.5
6065,13.4,13.1,21.9
22027,20.7,19.0,31.9
48441,14.7,13.1,21.6
54011,20.6,16.9,23.9
28095,17.9,14.5,24.4
47125,16.3,14.3,21.0
4015,16.6,14.7,21.2
40113,17.4,15.0,22.7
23025,17.7,15.2,21.0
39135,17.5,13.4,18.5
21035,17.6,15.7,21.9
27153,14.2,12.0,17.5
42123,16.6,13.4,18.7
51550,13.6,10.9,16.9
45053,15.8,15.6,25.4
29185,18.1,15.8,23.0
26117,18.0,14.6,19.5
12097,15.0,14.9,25.2
55019,15.7,13.1,18.4
19111,14.2,11.5,16.5
41037,17.4,15.1,22.9
28105,16.4,13.8,22.0
48241,17.4,15.0,24.1
36077,15.1,12.3,16.9
39057,15.5,12.3,16.8
48271,15.1,16.5,31.9
48505,16.1,18.5,38.0
31161,13.6,12.3,17.9
49031,15.6,13.6,19.0
35023,15.6,15.2,25.2
18149,17.5,15.3,22.5
51183,15.7,14.4,24.3
21231,20.3,19.1,28.8
54095,20.8,17.1,24.2
38017,10.9,8.8,12.7
26091,16.8,13.1,18.2
48137,14.9,15.5,29.9
29217,18.1,15.6,22.2
30097,14.4,11.4,14.0
47031,18.4,15.7,23.0
27025,12.5,9.8,13.7
16075,15.4,14.5,20.2
26045,15.6,12.3,15.9
18005,14.2,12.5,18.2
48369,14.4,14.9,29.1
20147,15.4,11.8,17.3
19049,10.5,8.1,10.6
53071,13.8,12.7,17.5
27143,13.1,10.9,15.8
48143,15.0,13.0,20.8
31135,11.9,9.5,13.7
20151,14.3,11.2,17.1
13265,19.4,17.3,28.7
40073,15.4,13.6,21.5
42059,16.7,13.8,19.9
40087,15.2,12.2,17.9
42079,15.3,13.7,20.5
46057,11.4,9.3,13.8
11001,12.2,10.2,15.4
28151,19.5,17.2,31.3
27055,12.8,10.0,13.5
20017,14.7,11.5,17.3
39111,19.0,15.6,21.8
18103,16.9,15.0,22.5
31041,13.1,10.6,15.1
51073,14.8,11.6,16.9
30083,14.0,11.2,14.2
51069,14.0,11.3,16.6
42093,15.3,12.5,18.0
1081,17.1,13.9,20.1
42015,17.1,13.8,19.7
37027,16.8,14.3,22.4
40009,15.9,14.6,23.0
46091,11.0,9.6,14.3
48063,15.2,13.7,23.4
8119,12.5,9.8,12.3
21139,18.5,16.4,23.9
48019,14.5,12.7,20.7
1053,19.8,17.6,27.7
29051,14.7,12.1,17.2
28161,18.1,14.7,25.4
20117,15.3,11.5,16.7
21217,18.1,16.3,23.5
8027,13.0,10.5,13.5
5095,20.5,18.7,30.0
17115,15.9,13.2,19.2
12065,17.7,15.8,23.7
51007,15.8,12.9,20.0
13007,18.4,16.0,25.2
50011,14.6,11.8,13.6
30063,14.2,11.2,13.4
6001,11.2,10.0,15.5
55113,15.6,13.0,17.5
38029,12.7,11.0,16.3
31183,13.9,11.8,16.4
1111,19.0,15.8,23.8
38073,11.9,10.4,15.3
5007,14.9,13.5,20.2
17075,15.9,13.2,19.4
53037,14.8,13.1,17.5
36053,14.8,11.9,15.8
13029,15.4,12.2,17.0
48171,13.2,11.5,18.8
5121,20.6,18.2,26.5
47007,19.6,18.0,27.7
5057,18.7,17.2,27.9
54023,21.4,17.6,25.6
26027,17.2,13.4,18.2
48483,15.9,14.5,24.6
35051,16.5,15.4,23.5
29081,18.0,15.7,22.7
39175,17.4,13.8,19.6
18069,15.9,13.3,19.0
13065,23.4,22.0,33.5
56035,12.7,10.6,14.6
18179,15.8,13.0,18.4
18169,16.7,14.1,20.5
48007,16.0,15.0,25.5
46109,14.7,13.6,20.6
1047,19.9,18.2,28.9
21005,17.3,14.6,20.8
29151,15.7,12.7,17.6
51683,12.8,11.7,20.4
40043,16.3,14.1,20.6
42037,16.5,13.6,19.1
46067,11.9,9.9,14.4
55077,14.8,11.9,16.4
47039,20.2,17.4,25.4
51760,16.1,13.6,21.9
38039,12.1,10.7,15.6
1017,19.0,16.3,25.3
36067,14.4,11.7,16.2
2100,13.7,11.3,15.9
21075,20.1,19.5,30.5
53007,13.7,12.8,19.0
29017,18.8,16.5,24.0
31071,12.1,9.6,13.0
39077,18.3,14.6,21.3
46047,12.8,11.1,16.6
47095,20.6,20.1,32.3
49019,14.0,11.7,15.7
16035,15.6,14.2,18.4
49039,15.4,13.5,18.6
8091,11.8,9.0,10.9
5017,20.1,19.4,31.6
1117,14.6,11.4,15.6
20053,13.9,11.2,17.2
12117,14.1,12.0,17.2
6099,14.3,13.9,23.9
8005,11.8,9.6,13.8
51195,18.6,16.8,25.2
46077,11.6,9.3,13.6
38103,12.1,10.5,15.3
13095,19.0,17.2,27.3
13251,19.1,16.6,24.8
48251,14.7,13.0,21.5
6043,14.6,12.6,17.6
17145,16.1,13.9,20.6
26127,17.4,14.8,21.1
47069,20.1,19.1,30.6
28079,18.8,16.6,29.0
20083,13.6,10.4,15.7
45029,17.3,16.0,24.2
26155,17.2,13.2,17.0
40135,19.8,18.0,27.3
48107,15.8,16.3,30.8
39047,19.1,15.5,22.9
31105,13.3,11.6,17.7
24001,16.5,13.3,19.2
21169,20.4,18.9,28.3
13185,18.2,15.8,22.9
46003,11.0,9.2,14.1
40063,18.6,17.1,26.8
48315,17.4,15.1,24.2
40105,18.2,15.7,23.5
24041,13.2,10.4,14.2
30019,14.5,11.4,14.0
18133,15.9,13.3,19.3
8055,13.1,11.9,18.0
12127,16.7,14.4,21.1
29061,17.8,15.6,22.5
20023,14.8,11.7,17.7
31015,12.6,10.5,14.8
51173,18.0,15.1,22.1
39155,18.3,14.9,21.7
39105,20.1,16.5,23.3
19087,13.3,10.9,15.4
17179,14.6,11.3,15.7
41045,16.7,15.7,26.4
12055,17.3,16.4,25.7
37007,16.6,15.1,25.6
42101,16.2,15.0,24.0
38093,11.9,10.8,15.4
26157,18.2,14.7,19.7
44009,14.8,11.1,14.4
48433,15.8,13.9,23.2
15007,13.3,10.7,16.5
47133,20.4,17.7,25.7
28087,16.4,13.3,22.6
28083,19.6,18.1,32.6
51530,19.3,17.0,25.0
48201,13.1,13.0,23.4
38009,11.8,10.4,14.8
49005,14.3,12.2,15.9
13303,19.0,17.0,26.6
38059,11.5,10.0,14.3
2164,18.3,17.5,27.4
21105,19.4,17.8,27.0
18039,15.6,14.1,22.1
6057,13.5,11.0,14.5
22097,20.6,17.2,28.2
30033,15.8,12.6,15.6
46121,21.1,22.9,36.5
19023,13.6,10.5,14.4
8085,13.9,11.9,17.1
22007,20.1,16.5,26.4
37037,13.1,10.8,16.5
38027,12.1,10.7,16.0
40023,19.9,18.3,28.5
51660,16.1,14.7,23.7
39161,17.5,13.9,19.4
41021,16.4,13.5,19.7
42029,12.4,9.6,13.7
22041,21.3,18.3,29.2
5081,19.2,16.5,24.7
46027,11.9,10.0,14.1
8111,12.6,10.4,13.9
27069,13.2,10.6,14.5
21013,23.3,22.5,33.4
42087,18.0,15.0,21.8
17051,17.0,14.6,21.3
30089,17.2,14.9,19.7
39119,18.8,15.2,21.0
18111,16.3,14.1,21.0
29059,18.3,16.0,23.2
42117,16.9,14.0,19.8
47179,17.6,14.8,20.7
48321,14.9,14.6,26.7
13123,17.6,15.1,22.2
9015,14.3,11.8,16.4
31143,12.4,10.3,14.7
26099,16.5,12.6,17.2
29189,13.9,10.8,15.4
37135,12.3,10.0,14.6
46049,11.9,9.7,13.7
31049,12.9,10.9,16.2
40049,17.3,15.1,23.2
48023,15.0,12.7,20.2
42023,17.6,14.7,20.6
13093,18.4,16.7,27.4
19089,13.7,10.6,14.7
13049,20.0,18.6,29.6
1073,16.2,13.0,19.1
20159,14.6,11.6,17.9
53061,13.0,11.1,14.7
48393,14.5,12.1,18.7
20125,16.2,13.1,20.7
21209,15.6,13.2,19.0
5115,18.7,16.3,24.0
19093,13.1,10.3,14.3
8035,10.1,7.6,8.9
48129,15.9,13.6,21.4
5071,20.1,18.4,28.9
25025,13.5,11.8,18.8
41051,14.0,11.4,16.5
1061,20.1,17.0,24.9
29127,17.1,14.6,20.8
27163,10.6,8.3,11.3
1103,17.6,14.6,21.9
30055,15.0,11.9,14.9
19059,12.2,9.5,12.8
47189,15.6,12.5,17.6
55105,14.2,11.6,16.3
29223,20.3,18.2,26.8
27133,13.0,10.4,14.3
48163,14.6,16.2,33.5
51830,14.2,12.0,17.1
13037,20.1,19.9,33.0
36097,16.1,13.1,18.1
50019,15.6,12.7,16.2
48427,17.3,20.4,42.0
19131,13.7,10.7,14.7
6009,14.5,12.3,17.3
38037,13.2,11.9,17.3
26145,17.5,14.4,20.1
37193,16.9,14.5,22.2
29089,16.8,14.1,19.8
5145,19.2,16.3,23.7
1039,19.7,16.3,23.6
22071,17.1,13.7,22.7
31039,12.2,10.3,15.0
13073,14.5,11.2,15.7
56027,16.4,14.3,20.4
26035,20.1,16.7,22.4
19003,14.0,11.0,15.1
39015,18.7,15.0,21.2
19157,13.2,10.2,14.1
32021,17.5,16.0,23.0
8057,14.0,11.7,15.9
48491,12.0,9.9,16.4
19153,12.7,9.9,14.5
28159,18.1,15.1,26.5
12107,19.7,18.5,27.4
17017,15.5,13.7,21.5
55031,14.5,11.5,14.8
18077,16.6,13.9,19.9
16027,14.9,14.9,20.9
48227,14.6,14.5,26.6
54047,26.3,24.4,37.5
8121,14.6,12.2,16.3
28071,15.4,12.3,19.1
36063,15.4,12.7,17.3
6049,16.0,14.5,21.4
48457,16.5,14.6,23.6
49047,16.5,14.0,20.1
12013,18.9,16.4,24.6
4021,14.7,13.0,20.4
6107,14.9,16.0,28.0
6113,12.9,12.1,19.0
1009,18.3,15.6,23.2
8099,13.9,13.0,20.3
40141,16.4,16.0,27.2
5031,18.2,15.5,22.7
20061,14.6,12.1,19.4
19025,13.6,10.9,15.1
37199,16.4,13.8,20.5
5051,18.4,15.9,23.1
27099,13.4,11.5,17.4
27001,14.4,11.7,15.9
12045,18.3,14.9,21.7
35039,15.2,14.9,25.3
29025,17.6,15.3,21.9
31007,12.1,9.9,13.8
45037,15.6,14.6,22.8
40111,18.8,16.6,25.0
13243,22.0,20.6,33.1
8047,11.8,9.1,11.2
12079,18.9,17.7,28.0
2130,13.9,11.5,17.6
19037,13.3,10.4,14.6
6019,14.2,14.4,25.7
48447,15.5,13.4,21.3
13103,16.4,13.0,18.3
27043,13.5,11.4,15.8
31079,12.1,11.2,18.1
39055,15.4,11.7,16.0
48099,15.4,13.6,22.5
29157,16.5,13.8,19.5
48363,16.2,14.6,24.1
22119,21.0,18.0,28.4
20019,17.0,13.8,21.2
13177,16.3,12.8,18.2
28019,17.7,14.5,24.5
18141,15.2,13.3,20.2
46111,11.6,9.5,13.7
21127,20.8,19.5,29.2
17139,15.7,12.5,17.6
46011,10.9,9.2,12.4
21081,18.2,16.1,24.0
53017,14.2,13.6,20.9
26115,16.7,12.9,17.2
31113,13.1,10.8,15.4
13027,18.7,16.6,25.1
24011,16.3,13.1,20.1
51197,17.0,13.8,20.2
39097,16.9,13.8,19.6
46087,11.6,9.7,14.1
48383,13.1,13.1,25.8
37003,16.1,13.5,20.8
54077,20.3,16.6,23.9
19079,12.9,10.1,14.3
41031,16.3,14.4,22.3
20145,14.4,11.5,17.7
17081,16.0,13.5,19.5
49037,18.6,17.5,24.5
28145,17.4,14.2,23.5
48193,16.1,14.1,22.7
13295,18.9,15.6,21.4
21145,17.1,14.8,21.1
38101,10.9,9.8,14.5
17203,13.7,10.4,13.9
18047,16.0,13.3,19.1
45049,17.4,17.3,27.8
48291,16.5,15.2,26.8
22105,19.3,15.6,24.3
54107,20.1,16.8,23.4
20135,14.8,11.8,18.2
38063,11.5,10.3,15.2
27065,14.3,11.5,16.1
39041,13.0,9.6,12.7
30025,14.5,11.3,14.1
2282,15.1,13.4,20.7
48257,14.4,12.5,20.9
49013,15.8,13.5,18.5
19015,13.0,10.1,14.1
8077,14.1,11.6,15.9
19195,13.2,10.2,14.1
31177,11.8,9.4,12.9
48053,14.1,12.2,19.9
20081,15.0,13.3,23.6
13059,17.3,15.1,21.8
21201,19.0,17.0,24.7
37081,14.0,12.1,19.0
13017,19.9,17.7,26.9
17059,17.9,15.2,21.5
45075,16.5,15.6,24.2
19101,12.3,10.4,14.9
18063,13.5,10.6,15.2
18087,18.0,15.9,24.6
26011,19.1,15.3,20.5
47149,16.0,13.0,19.4
41067,12.7,10.3,15.6
20199,13.6,10.5,15.7
39169,17.7,13.7,20.0
40057,15.5,14.9,25.4
50009,16.6,13.5,17.5
27077,13.9,11.2,15.6
48417,15.1,12.7,19.8
13157,16.7,13.8,19.5
56019,13.3,10.8,14.6
36003,16.5,13.6,18.4
37175,15.3,12.4,18.1
12027,18.1,18.8,31.0
22033,15.9,12.9,19.4
54067,21.2,17.5,25.0
35061,14.6,13.7,22.3
26061,17.5,14.1,18.2
53027,15.8,14.0,19.4
47005,20.5,18.2,26.7
26075,17.2,13.9,18.7
16049,16.3,15.2,20.2
22079,18.7,14.9,23.5
13083,18.7,15.2,20.9
55021,13.6,10.5,14.0
49053,14.3,12.4,16.2
29099,15.9,12.8,17.9
19143,13.4,10.8,16.0
51057,17.0,14.9,23.7
48155,15.9,14.1,23.3
51165,15.1,12.4,18.4
27141,12.6,9.6,13.2
47115,19.6,16.7,23.9
29109,17.8,15.8,23.4
17003,17.6,15.5,23.9
27129,13.4,11.2,16.3
29201,18.0,15.8,23.6
42043,14.5,12.7,19.2
21053,21.4,20.2,30.5
13287,20.1,18.1,27.8
47079,19.9,17.3,25.1
37173,18.4,16.4,25.2
17099,15.0,12.7,18.6
29135,15.8,13.6,20.1
27087,18.1,16.7,25.1
13147,19.1,16.2,23.4
48121,12.1,9.7,15.6
20041,15.1,11.6,17.7
20209,15.5,14.3,25.1
29035,17.7,15.1,21.9
37067,14.4,12.2,19.5
18053,17.3,15.3,22.9
54057,20.1,15.8,22.7
19067,13.9,11.3,16.0
47159,19.3,16.6,24.2
5041,20.9,19.6,32.1
1095,18.4,16.3,24.9
1031,17.3,14.4,21.7
37071,16.0,13.5,21.2
5105,19.7,16.9,24.2
6029,14.7,15.9,26.8
48033,12.1,9.7,14.7
19123,14.2,11.3,15.7
31119,12.3,11.2,16.9
2016,11.0,10.5,18.5
29510,16.1,14.3,22.5
48329,12.6,11.5,20.8
51091,15.7,12.6,17.9
20189,14.8,13.6,24.7
1125,17.1,14.2,20.5
36105,14.6,13.1,20.1
28061,17.9,15.2,26.5
21023,18.4,16.3,23.9
5135,21.3,18.9,27.6
26137,17.5,13.8,17.7
55059,13.6,11.5,16.0
55131,12.4,9.4,12.0
8065,13.3,12.4,19.1
37025,13.8,11.3,17.6
17193,16.5,13.5,18.8
47113,17.4,15.6,23.6
36115,15.4,12.8,18.3
48353,15.2,14.6,26.2
13113,13.5,10.3,14.3
19165,13.1,10.1,14.3
29045,17.9,15.3,22.0
27171,11.8,9.1,12.1
42053,16.4,15.8,25.6
30047,16.4,14.3,18.9
22015,17.0,13.2,20.6
13233,18.6,16.3,24.5
46023,14.4,13.2,20.2
12099,14.2,12.6,19.6
17025,16.8,13.9,19.6
40015,17.4,16.2,25.6
2230,13.0,10.4,15.0
5001,19.3,16.7,25.6
54043,23.2,19.6,29.0
27035,13.5,10.8,14.6
8019,12.0,9.5,11.7
6083,12.7,12.1,19.7
30017,15.2,12.3,15.3
48463,14.4,15.1,29.6
12005,17.6,14.4,20.1
13201,19.3,16.5,24.2
48299,15.3,13.1,20.5
51121,14.8,12.5,17.2
48235,14.1,12.3,20.5
19029,14.3,11.5,16.5
27013,13.1,10.8,14.3
12037,18.2,16.6,24.3
5023,18.7,15.6,22.4
45011,17.8,16.9,26.3
30111,15.2,12.0,14.8
13167,19.6,17.6,27.5
37109,14.7,12.1,18.1
27107,13.6,11.2,15.7
20105,15.0,11.4,16.7
37145,16.0,13.6,21.5
48081,15.2,13.5,22.7
51127,14.0,11.1,16.2
12071,15.3,13.6,20.7
2170,13.7,11.4,17.0
20095,14.0,10.3,15.2
37111,16.4,14.0,21.0
21033,18.1,16.0,23.8
20071,13.5,10.8,17.6
55097,13.6,10.9,14.3
40151,15.1,12.8,19.1
31167,12.4,10.0,14.1
31055,11.8,10.3,15.4
51141,17.2,14.2,21.7
23015,14.8,12.1,15.5
39063,16.0,12.6,17.5
9003,12.2,10.2,15.0
48335,14.1,14.0,26.4
28125,19.8,18.3,33.4
17129,14.6,11.4,15.4
54013,22.7,19.5,28.5
29165,13.1,10.5,14.5
13317,19.4,17.1,26.6
38057,11.6,10.2,14.7
51095,12.4,9.6,13.7
51025,16.6,15.2,25.5
47017,19.3,16.8,24.9
36041,16.7,13.8,19.7
39033,18.9,15.0,21.4
6059,11.3,10.7,17.4
47021,17.4,14.3,20.3
41061,16.5,13.4,19.0
29015,18.1,15.7,22.4
21089,17.9,15.7,22.4
42107,16.5,13.8,20.2
18157,14.8,13.2,18.5
16019,14.2,13.0,16.4
28031,18.7,15.9,27.1
17089,12.4,11.2,18.2
48185,15.8,15.0,26.3
33011,13.2,11.6,14.2
37055,13.4,10.7,15.3
18117,18.1,15.6,23.2
17163,14.9,12.6,18.9
47051,18.0,15.2,22.0
55011,14.4,11.4,15.1
40079,18.5,16.9,26.1
51029,16.9,15.0,24.2
45071,16.0,14.9,22.8
13213,19.2,16.7,25.5
21191,17.9,15.6,22.6
54003,18.9,15.2,22.3
40121,17.6,15.3,23.1
24025,13.2,10.1,14.4
28097,18.6,15.8,27.2
35031,22.4,21.4,30.6
39127,19.4,15.6,22.2
6073,12.2,10.7,16.9
39089,16.7,13.2,18.3
16083,14.7,14.0,19.4
28135,18.9,18.1,33.4
55001,14.9,12.6,17.7
47085,18.9,16.0,23.3
13223,16.3,13.0,18.5
13137,17.6,15.1,22.6
21153,21.7,20.7,30.8
12089,16.0,12.9,17.2
18023,16.0,14.5,22.6
6093,15.3,13.6,19.3
37045,17.0,14.5,22.9
53055,12.7,10.6,13.3
54087,22.1,18.8,27.5
19187,14.0,11.5,16.6
40093,15.6,13.0,19.6
4009,15.4,14.6,22.7
48265,14.1,12.6,20.9
21043,20.2,18.4,27.2
28033,15.3,11.3,19.1
36085,13.4,11.5,18.4
20169,14.1,11.2,17.1
48497,14.9,12.9,21.1
